id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
580635,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,16.0,15.0,No
587940,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Page Visited on Website,Operations Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No
653151,API,Google,No,No,0,3.0,213,1.5,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,13.0,15.0,No
630701,API,Organic Search,No,No,0,8.0,58,2.67,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,14.0,No
633996,Landing Page Submission,Organic Search,No,No,1,8.0,898,4.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
600301,Landing Page Submission,Direct Traffic,No,No,0,2.0,199,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
638934,Landing Page Submission,Direct Traffic,No,No,0,5.0,1757,2.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
632746,API,Chat,Yes,No,0,12.0,935,4.0,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
591603,API,Google,No,No,0,2.0,42,2.0,Chat Conversation,,,No,No,No,No,No,No,13.0,15.0,No
601960,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
643637,API,Google,No,No,1,2.0,1059,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
639547,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
636261,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,15.0,19.0,No
609686,API,Direct Traffic,No,No,0,3.0,129,3.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
636856,API,Direct Traffic,No,No,0,2.0,196,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
621650,Landing Page Submission,Direct Traffic,No,No,1,5.0,696,5.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
636679,Landing Page Submission,Google,Yes,No,1,4.0,1452,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
592399,Landing Page Submission,Direct Traffic,No,No,0,2.0,133,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
660215,API,Google,No,No,0,5.0,199,5.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
590326,API,Organic Search,No,No,0,1.0,127,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
623814,Landing Page Submission,Organic Search,No,No,0,6.0,368,6.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,Yes
633746,Landing Page Submission,Organic Search,No,No,1,3.0,438,3.0,SMS Sent,Supply Chain Management,,No,No,No,No,No,No,,,Yes
610172,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
582554,Landing Page Submission,Direct Traffic,No,No,0,2.0,783,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
605363,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
652193,Landing Page Submission,Direct Traffic,No,No,0,4.0,977,4.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,14.0,17.0,No
588886,Landing Page Submission,Direct Traffic,No,No,0,1.0,375,1.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,11.0,18.0,Yes
591423,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,16.0,15.0,No
600372,Landing Page Submission,Direct Traffic,No,No,0,4.0,32,2.0,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
647981,Lead Import,Facebook,No,No,0,,1454,,SMS Sent,,,No,No,No,No,No,No,14.0,13.0,No
616699,API,Google,No,No,1,2.0,1129,1.0,SMS Sent,,,No,No,No,No,No,No,,,No
589390,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
587105,Landing Page Submission,Google,No,No,1,4.0,2,2.0,Unreachable,Finance Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
659138,API,Google,Yes,No,0,1.0,1759,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
618332,Landing Page Submission,Google,No,No,1,3.0,1367,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
622822,Landing Page Submission,Google,No,No,1,3.0,130,3.0,SMS Sent,Retail Management,Working Professional,No,No,No,No,No,No,,,No
583735,Landing Page Submission,Direct Traffic,No,No,1,2.0,1019,2.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,15.0,19.0,Yes
614694,Landing Page Submission,Google,No,No,1,9.0,87,4.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
645422,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
631168,API,Google,No,No,0,2.0,1360,2.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
588007,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
619487,API,Organic Search,No,No,1,8.0,1138,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
596519,Landing Page Submission,Direct Traffic,No,No,0,2.0,641,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
591549,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
629607,API,Google,No,No,0,5.0,209,1.67,Page Visited on Website,Media and Advertising,,No,No,No,No,No,No,14.0,15.0,Yes
606981,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
634963,Landing Page Submission,Google,No,No,1,5.0,538,5.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
623494,Landing Page Submission,Organic Search,No,No,0,2.0,297,2.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
601223,Landing Page Submission,Direct Traffic,No,No,0,2.0,1015,2.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,,,Yes
634844,API,Google,No,No,1,2.0,1551,1.0,SMS Sent,,,No,No,No,No,No,No,15.0,15.0,No
606035,Landing Page Submission,Organic Search,No,No,1,21.0,1587,3.5,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
594072,Landing Page Submission,Direct Traffic,No,No,0,4.0,60,2.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
581868,API,Google,No,No,0,9.0,127,1.8,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
608022,Landing Page Submission,Direct Traffic,No,No,1,4.0,1300,4.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,Yes
640542,Landing Page Submission,Google,No,No,0,3.0,263,1.5,Email Opened,Supply Chain Management,,No,No,No,No,No,No,13.0,18.0,Yes
584482,Landing Page Submission,Direct Traffic,No,No,0,3.0,106,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
651857,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
655156,Landing Page Submission,Direct Traffic,No,No,0,4.0,217,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,16.0,Yes
607690,API,Organic Search,No,No,1,4.0,83,4.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,,,No
630715,Landing Page Submission,Google,No,No,0,4.0,400,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
592334,Landing Page Submission,Direct Traffic,No,No,1,2.0,1386,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
629911,Landing Page Submission,Direct Traffic,No,No,0,7.0,62,1.75,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,16.0,Yes
580445,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
660048,API,Organic Search,No,No,0,7.0,96,2.33,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
632790,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
599320,Landing Page Submission,Direct Traffic,No,No,1,4.0,195,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
585343,API,Google,No,No,0,3.0,142,1.5,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
637463,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
619676,Landing Page Submission,Direct Traffic,No,No,1,8.0,489,8.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
605316,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
639151,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
636334,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
601379,API,Organic Search,No,No,0,3.0,272,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
600814,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,69,3.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
627590,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
609051,Landing Page Submission,Direct Traffic,No,No,1,2.0,280,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
637206,Landing Page Submission,Direct Traffic,No,No,0,6.0,1395,6.0,SMS Sent,Travel and Tourism,,No,No,No,No,No,No,14.0,16.0,Yes
643801,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
621352,Landing Page Submission,Direct Traffic,No,No,1,3.0,950,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
654224,API,Google,No,No,0,2.0,156,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
583437,API,Organic Search,No,No,0,2.0,44,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
612603,API,Google,No,No,1,2.0,979,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
657423,Landing Page Submission,Referral Sites,No,No,0,17.0,71,3.4,Unreachable,Select,Unemployed,No,No,No,No,No,No,13.0,16.0,No
598213,Landing Page Submission,Direct Traffic,No,No,0,1.0,273,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
634511,API,Chat,No,No,0,1.0,72,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
616047,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
590717,API,Organic Search,No,No,0,7.0,384,3.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
593818,Landing Page Submission,Google,No,No,0,4.0,188,2.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
640385,API,Google,No,No,1,10.0,1489,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
623507,Landing Page Submission,Direct Traffic,No,No,0,2.0,848,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
612690,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Media and Advertising,Working Professional,No,No,No,No,No,No,,,No
590371,Landing Page Submission,Google,No,No,0,3.0,477,3.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
599321,API,Google,No,No,0,32.0,26,1.78,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
655949,Landing Page Submission,Google,No,No,0,3.0,98,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,18.0,No
611519,Landing Page Submission,Google,No,No,0,4.0,1589,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
645563,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
630949,Landing Page Submission,Direct Traffic,No,No,0,2.0,397,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
610601,API,Organic Search,No,No,0,6.0,178,1.5,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
643173,API,Chat,No,No,0,1.0,216,1.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
595012,Landing Page Submission,Organic Search,No,No,1,6.0,428,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
636054,Landing Page Submission,Google,No,No,0,2.0,109,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
591526,API,Google,No,No,0,3.0,425,1.5,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
626947,Landing Page Submission,Google,No,No,0,7.0,23,3.5,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
643233,API,Chat,No,No,1,4.0,263,1.33,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
641410,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
587477,API,Organic Search,No,No,0,6.0,94,6.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
593913,Landing Page Submission,Direct Traffic,No,No,0,1.0,42,1.0,Converted to Lead,Human Resource Management,,No,No,No,No,No,No,13.0,16.0,Yes
611359,Landing Page Submission,Google,No,No,0,3.0,465,3.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
615032,Landing Page Submission,Direct Traffic,No,No,0,2.0,1517,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
644988,Landing Page Submission,Direct Traffic,No,No,1,3.0,1223,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,19.0,Yes
580133,Landing Page Submission,Direct Traffic,No,No,1,5.0,1097,5.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,14.0,17.0,Yes
638770,API,Google,No,No,0,1.0,257,1.0,Unreachable,,,No,No,No,No,No,No,13.0,15.0,No
653761,Lead Add Form,Reference,No,No,1,,417,,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
628940,Landing Page Submission,Google,No,No,0,4.0,641,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,18.0,No
591837,Landing Page Submission,Google,No,No,1,4.0,665,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
628982,Landing Page Submission,Direct Traffic,No,No,1,4.0,973,1.33,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
633175,API,Google,Yes,No,0,2.0,139,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
581115,API,Google,No,No,1,2.0,1171,1.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
631662,Landing Page Submission,Google,No,No,0,4.0,1161,4.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,No
639585,Landing Page Submission,Direct Traffic,No,No,0,4.0,82,4.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
638764,Landing Page Submission,Google,No,No,1,5.0,3,2.5,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,18.0,No
641227,Landing Page Submission,Google,No,No,0,9.0,171,9.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
601034,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
618401,Landing Page Submission,Google,No,No,1,4.0,1107,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
582488,API,Organic Search,No,No,0,4.0,1645,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
590739,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
628357,API,Organic Search,Yes,No,0,2.0,216,1.0,Unsubscribed,,,No,No,No,No,No,No,,,No
623715,Landing Page Submission,Direct Traffic,No,No,0,3.0,176,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
597627,Landing Page Submission,Direct Traffic,No,No,0,3.0,7,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
647978,Lead Import,Facebook,No,No,0,,342,,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
651289,API,Google,Yes,No,0,3.0,233,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
648605,Landing Page Submission,Google,No,No,1,4.0,776,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
609161,Lead Add Form,Reference,No,No,0,0.0,0,0.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,No
654101,Landing Page Submission,Google,No,No,0,4.0,321,4.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,No
608628,Landing Page Submission,Google,No,No,1,6.0,1803,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,No
624500,Landing Page Submission,Google,No,No,1,4.0,1055,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
609385,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,53,3.0,Email Bounced,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
587418,Landing Page Submission,Google,Yes,No,1,4.0,1269,2.0,Email Bounced,Business Administration,Working Professional,No,No,No,No,No,No,14.0,20.0,No
628419,Landing Page Submission,Organic Search,No,No,1,8.0,205,2.67,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
623664,Landing Page Submission,Google,No,No,0,4.0,76,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
584023,API,Google,Yes,No,0,2.0,269,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
582472,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
600414,Landing Page Submission,Direct Traffic,No,No,0,3.0,605,3.0,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,,,Yes
582151,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,19.0,No
581232,API,Organic Search,No,No,0,5.0,1468,2.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,16.0,No
656698,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
594803,Landing Page Submission,Google,No,No,1,4.0,1647,4.0,Email Opened,E-COMMERCE,Businessman,No,No,No,No,No,No,,,No
645285,Landing Page Submission,Organic Search,No,No,0,5.0,294,5.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
615452,API,Organic Search,Yes,No,0,3.0,11,3.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
584310,Landing Page Submission,Google,No,No,1,3.0,401,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
614900,Landing Page Submission,Direct Traffic,No,No,1,2.0,1585,2.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,Yes
636823,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
641110,Landing Page Submission,Google,No,No,0,4.0,61,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
619902,Landing Page Submission,Google,No,No,1,3.0,449,3.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
626438,Lead Add Form,Reference,No,No,1,,636,,,Human Resource Management,Housewife,No,No,No,No,No,No,,,No
654314,API,Organic Search,No,No,1,5.0,1291,5.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
586595,API,Google,No,No,0,4.0,26,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
632032,Landing Page Submission,Organic Search,No,No,0,7.0,448,2.33,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
614568,Landing Page Submission,Google,No,No,1,5.0,1436,2.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
614179,Landing Page Submission,Google,No,No,0,4.0,1276,4.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
632233,Landing Page Submission,Organic Search,No,No,0,3.0,24,3.0,Converted to Lead,Supply Chain Management,Student,No,No,No,No,No,No,16.0,16.0,Yes
629882,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
594003,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
591894,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
645875,Landing Page Submission,Organic Search,No,No,1,6.0,788,6.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
641623,Landing Page Submission,Google,No,No,0,3.0,284,3.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,14.0,17.0,No
625411,Landing Page Submission,Direct Traffic,No,No,0,2.0,286,2.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
582654,Landing Page Submission,Google,No,No,0,5.0,1298,5.0,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,15.0,20.0,No
651246,API,Organic Search,No,No,1,6.0,1276,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
612152,Landing Page Submission,Google,No,No,0,4.0,1123,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
603728,Landing Page Submission,Direct Traffic,No,No,0,2.0,392,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
658277,Landing Page Submission,Direct Traffic,No,No,1,1.0,1106,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
590935,Landing Page Submission,Direct Traffic,No,No,0,2.0,1336,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
654491,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
614067,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
649138,API,Google,No,No,0,4.0,92,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
647668,Landing Page Submission,Direct Traffic,No,No,1,5.0,1546,5.0,Approached upfront,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
598737,API,Chat,No,No,0,1.0,1687,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
592563,Landing Page Submission,Direct Traffic,No,No,0,2.0,339,2.0,Email Opened,Marketing Management,Student,No,No,No,No,No,No,16.0,17.0,Yes
584324,Landing Page Submission,Google,No,No,0,4.0,1106,4.0,Form Submitted on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,9.0,18.0,No
647123,Landing Page Submission,Direct Traffic,No,No,0,7.0,389,7.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,16.0,16.0,Yes
591432,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,17.0,15.0,No
638014,Landing Page Submission,Google,No,No,1,7.0,751,7.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
615481,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
592449,API,Google,No,No,0,2.0,1627,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
621166,Landing Page Submission,Google,No,No,0,2.0,111,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
641663,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,191,1.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,15.0,15.0,Yes
620705,Landing Page Submission,Google,No,No,1,7.0,964,3.5,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,No
607344,API,Organic Search,No,No,0,3.0,85,3.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
594049,Landing Page Submission,Google,No,No,1,2.0,1508,2.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
628768,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
627373,API,Google,No,No,1,3.0,1263,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
618670,API,Google,No,No,1,4.0,1891,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
587836,Landing Page Submission,Direct Traffic,No,No,0,3.0,15,3.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
597540,Landing Page Submission,Organic Search,Yes,No,0,6.0,137,6.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
610779,Landing Page Submission,Direct Traffic,No,No,0,2.0,547,2.0,Page Visited on Website,E-Business,Unemployed,No,No,No,No,No,No,,,Yes
600091,Landing Page Submission,Direct Traffic,No,No,0,4.0,77,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
642963,API,Google,No,No,0,2.0,11,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
590478,Landing Page Submission,Direct Traffic,No,No,0,1.0,281,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
637838,Landing Page Submission,Google,No,No,1,4.0,99,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
582045,API,Chat,No,No,1,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
621103,API,Google,Yes,No,0,1.0,1238,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
640643,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,14.0,No
630783,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
629432,API,Organic Search,No,No,0,1.0,307,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
631121,API,Chat,No,No,0,7.0,74,1.4,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,,,Yes
605262,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,,,No
